review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
REUMF8KGBCHIS, Great pillows,Jason,5,15-Dec-20,Very comfortable,positive
R3C1KBME3BRVXF, Good Pillow for All Positions,marlene,5,26-Nov-18,"These are lumpy and look bad....BUT they conform to your head well. I can double them up to lean in in bed to read, i have allergies and tgis pillow does not affect them",positive
R24MCHPK5SUAK0, Amazing,organized Mommy,5,24-Aug-20,Seriously the best pillows I’ve ever had. Extremely comfortable and exactly what I was looking for. Will absolutely rebuy when needed,positive
R1PTQOZQG7HZTI, Gets the job done....,Sam C,4,28-Oct-19,"I definitely expected more fluffy or firm pillows....they are OK and will get the job done, but it might just be easier to go to a bed bath & beyond and get more supportive pillows",positive
R3FK8FL88WE2JD, Great pillows,Cyndi,5,1-Jan-20,These a great pillows especially for the price. I didn’t need anything really special just wanted some nice comfortable pillows and these are perfect. They came vacuum sealed and fluffed up just fine in no time.,positive
R3CRY87UMZDH17, ... been several weeks now and I am so in love with these pillows,Zaundra,5,13-Mar-18,"It been several weeks now and I am so in love with these pillows! I have not washed them or dried them yet, but do love them. After removing them from the packaging, they fluffed right up and have been very cushioned and supportive every since.",positive
R38JG1CD15AK4L, Comfortable and does the job very well,kenneth detko,5,26-Sep-20,They are a great pillow as good as anything I’ve ever had,positive
R3PLG1OVOM2MU, If you are a side sleeper I don’t recommend this!,M,1,13-Nov-20,I am a side sleeper and the pillow does not stay firm. You sink in the pillow and it feels like the pillow doesn’t even exist.,negative
R1YAT2RSUXQXMO, the frim.,Ronald Lee,4,25-Feb-21,"It's nice and soft
.",positive
R3P5FYPPKBBVBR, Suavizar,gloria torres,5,25-May-21,Muy rica y agradable me encanto su suavidad !!!!,positive
REHJAO5WEJ4JZ, Comfy,Carol Fogarassy,5,16-Sep-18,Set is beautiful. Since I just received it I don’t know about ease of cleaning and durability yet but the set looks really nice and seems well-made. I am very happy with my purchase.,positive
R1QK9Q8EWALVO, Es muy cómoda,gusye2012,5,9-Jun-20,Tenia mucho rato que no dormía también con una almohada. Me siento descansada. Gracias,positive
R2T921V6HBYEUM, these are nice pillows for the couch,HL,3,23-Mar-19,or for people who like a firmer pillow. I like a softer pillow than this to sleep with but I got them for a day bed and they work well for this.,neutral
R2FATDDTU8I68X, Great Support but still soft,KKT,5,20-Mar-19,I love these pillows! They fluffed up nicely and offer me enough support without being too firm. Did wonders for my neck since I'm a side sleeper.,positive
RUFTXXIW2UMO7, Good deal!,Whitney G,4,23-Aug-19,"If you like a thicker, soft pillow, this is a great deal. They have really kept their shape well. I've also purchased the Utopia sheets for my children and they are also a fantastic value.",positive
R3N5AF84YFCLDE, Solid product,Dan,4,26-Jan-21,Good pillows for 10 a piece. Big.,positive
RZ3R10H22983B, Good night sleep,Ekaterina,5,19-Mar-20,"I have these pillows for a while
Good sleep
Soft
Thanks",positive
RMN1C48TTV9HK, These are the best pillows I've ever had,R,5,11-Aug-18,"These are the best pillows I've ever had. I purchased them while moving when I arrived at my new apartment before my movers did. I ended up switching out my previous pillows for these as they are thick, firm, and wonderful.",positive
R28703F5XNTRKD, too full and too big for me to sleep comfortably,M. Beardslee,3,15-Feb-21,"These pillows are very soft, however they are too full and too big for me to sleep comfortably. My kids love them, though.",neutral
R3UPMUN0J2G41J, Comfort and quality! Excellent price,Becky Hamilton,5,9-Jan-21,Comfortable!,positive
RYSCTPAOQA8F5, Meh,Ash,1,28-Jul-20,Both pills came with rips at the seams,negative
R1956LBTFWII1E, There light weight neck support could be better,911 worker,3,15-Aug-18,The pillows tried to sleep on them could not get in the grove there was not a lot neck support could be better they are light they where better to put under the knees will update if any 😧,neutral
R2GQX9U4HDQ4AL, Mold!,Mr. AR,1,28-Oct-20,"Just got these pillows today. The plastic bag has not been opened but noticed there was mold growing on the inside of the bag. Also looks like the pillows are stained. There's more mold and stains on the other side of the pillow too. Needless to say, I'll be returning these pillows.",negative
R35DCZFPCEZNN8, 🙂🙂🙂,Ashley Escandon,5,18-Apr-21,🙂🙂🙂,positive
RKW0YW08D9R1L, Half good,Roberto A.,2,21-Mar-21,"I ordered these pillows and one is perfect, the right width, and the other one is way wider and fluffier. I've had a hard time finding a good pillow for me and my spouse. I've tried both and you can literally feel the difference.",negative
RSVI39O7LCKNH, Falls flat.,Charmazon,2,17-Feb-19,Um....what?! Was my initial reaction once I opened the bag contains the pillow(s). I bought them for additional neck support because the reviews mentioned that they were moldeable and could be fluffed up to achieve desired fullnes. Well the pillows are soft and that’s about it. No amount of fluffing will give you the support needed to give you head/neck support.,negative
R2QYH4UP9FA9BG, Very full pillows,angela trestik,5,17-Mar-21,Extremely fluffy almost need to be broken in a bit in order for me to sleep on,positive
RK2MDUKA82J2, Support,Marisol,5,21-Oct-20,"Very soft, comfortable to neckline.. great support.",positive
R8Y4DOXFT0PKU, Not like down but better,Jayne d'Arcy,5,13-Mar-19,I am a back sleeper. Fluffed right out of package. I would call this medium soft. The pillow compresses down and bounces back when head is lifted.,positive
R12JYO180QUE5R, Too thin to sleep on,The Henderson’s,1,14-Oct-19,The pillows arrive compressed and we expected them to fluff up after we took them out of the package. They MAYBE fluffed up to two inches thick. They were super thin and not supportive at all! We couldn’t even use them for pillow sham stuffers because they were so thin. Very disappointed.,negative
R2B4RJ3B56IWKR, Excellent cushiony support!,Kath C,5,5-Nov-20,"Very happy with these well made pillows, they are not hard or heavy yet provide excellent support for my head and neck. I am a back and side sleeper.",positive
R386C75HSI3YG3, Good quality.,Marilyn LaPointe,3,28-Feb-21,Too thick for me but they are good quality.,neutral
RVE28PBL8NAMT, Nope!,Melissa C. Zimmerman,1,10-Jul-18,Terrible. Flat. Completely flat. Don't waste your money.,negative
R35GLGSOHQ6PWX, Pillows,Jan,5,1-Jul-21,I absolutely Love these pillows! Very comfy and perfect size. Thank you Amazon 😊,positive
R33CK3FLPIWIOT, Not pleased so far,Catia Moore,4,8-Jul-21,As soon I took it out the package it spilling over cotton… I’m not pleased so fa,positive
RQTXWN4O2M0JN, Not supportive,Amber Carter,1,23-Dec-19,I don’t feel that these pillows were as good as some other pillows I got for the same price. You still have to fold the pillow in half to get enough support. I have officially been using them for one months time and they are flat. I can’t say that I would purchase again.,negative
R2N45NNAZSRBS3, If you want to never sleep get this pillow,Kaelyn Klass,1,29-May-21,Awful got lumpy and horrible to sleep with would never buy again it's a waste if money. You can see the lumps in it I wish I had returned it when I could have. This pillow is trash filled with trash,negative
R27F2OMSIO3OLV, Awesome!!!,melanie marlett,5,1-Mar-21,Love these pillows they are so comfortable,positive
R3USEVWIJGA8UM, Not too soft or too hard,jan nelson,5,13-Sep-21,Good pillows for the price. Have been having lots of problems finding pillows that are medium firm. These work and are quite large.,positive
R303EJNJDML1OC, Thankyou it is comfy to sleep and snoor.,Etaferahu,5,1-Feb-21,"To sleep after hard work for my husband
Thankyou.",positive
R147ISBFI297YL, Poor quality,Nick,1,21-May-21,Thought these were good pillows. Havent even owned them for a month and the stitching is opening up exposing the cotton on the inside of the pillow!! Buy something else!,negative
R1B8CYIL9XGPJ3, Thin,computernut236,3,29-Jan-20,These turned out to be quite thin. Not enough volume to them. I expect more.,neutral
R6LBXYVOL0ULK, great price for the quality. Would purchase again,Michele Bryant,5,7-Apr-21,pillows are hard to buy especially online. These pillows are surprisingly perfect. Not too firm not to soft.,positive
R2A1V88A3URSKM, It arrived with a big stain on it.,Amazon Customer,1,7-May-21,One of the pillows had a nasty stain on it. In the middle of covid. Unacceptable. It's got to go back.,negative
R3LILBBZFC38XO, when you pull it out of the package you need to give it a few hours to fluff up.,jim v,5,16-Jun-20,Softer than expected. like sleeping on a cloud.,positive
R9HZVZDCSSB5K, Great pillows!,Mary Wilson,5,15-Jul-20,THESE ARE A GOOD PILLOW. BEST IVE FOUND WAY ABOVE ALL MY OTHER PILLOWS IVE FOUND HERE.!,positive
R2A35T4EIKSNWQ, Comfort and quality,uuwishh,5,24-Nov-19,"Very comfortable, just what I wanted. Not too puffy. They are nice and keep their shape well.",positive
R3JO4V7QMUFIA2, Very flat!,kim,1,5-Nov-18,"I ordered the medium fill and am very disappointed! The pillows are almost completely flat. Definitely not what I paid for. The thickness is the size of the blue stripe, awful.",negative
RHNCZJRMTHL2O, unfortunately too firm for us,msg,2,14-Feb-19,"We're side or back sleepers, and these pillows were too firm, and too lofty (high) for us. We're using them just to prop us up while reading in bed.",negative
R1O9K36SR8LP6G, It's not firm,Emmanuel I.,1,1-Dec-21,The pillows description said it's firm. That's not the case. The pillows are not firm and I returned them immediately.,negative
R2JPYXEAIGP52H, Pillow was defective from the start,Carlos guilar,1,13-Dec-20,As soon as I opened it one of the two pillows was undone from the seam and coming apart. Called customer service but didn’t received an answer!,negative
R2USCQXTNWHU7L, Would not Recommend,LTama64,1,12-Jun-20,These pillows were not usable. I would not recommend.,negative
RWZ3BWMFOGA2L, Excellent product,HMJ,5,6-Jun-20,Works perfect. Exactly what I was looking for.,positive
RFUBWT8XD43IQ, Flat and decent..,Trevor Morse,3,24-Aug-21,Not worth the money but not bad,neutral
R1900FF1XZFJTP, Not quite what I expected!,Sherri robbins,2,16-Dec-20,Pillows were not comfortable at all! They did not support very well due to they did no inflate very much...I returned and will order different pillows...They just weren't for me.,negative
R17J68GTQHFRS6, Worst pillow ever,Andie Everly,1,5-Jun-21,No comfort at all,negative
R18I66IADASXFK, Good guest pillows,Michelle Tracey,5,7-Nov-19,Bought these for my parents when they came in to town to visit me. They were full bodied pillows and provided ample support.,positive
R1Y6AOD1IR0CWP, Decent but not what I expected,Zack,3,22-Oct-19,"I can’t say they are bad pillows, defiantly not as big as pic shows. Could bd fault tho maybe if I did more research before hand. Not a firm pillow but defiantly soft and feels comfy. I’ll keep using them for now due to money restraints. Packaged well and fast shipping.",neutral
R1HYXXH8DCE38, Works great,Eve,5,9-May-19,"I always thought I wanted a rock hard pillow. As it turns out, the only reason I wanted a rock hard and huge pillow was because I'm used to horrible ones. I now only use these two. They're perfect to stack for the right amount of firmness. Much better than my old pillows!",positive
R1BHAR1O5V3QEV, Bed Bugs and Dirt.,Alvin,1,13-Jun-20,Just got my pillows but there are bed bugs and dirt inside the plastic. I had to dispose of it right away.,negative
RE1IB2GSO0B88, Pillow comfort doesn’t lye!,LMK,5,20-Jun-21,Five Star Hotel like comfort. You may very well enjoy a better and more restful night’s sleep 😴,positive
R3HA9RDM7ETIHZ, Great Pillows,Alan's Trusted Reviews,5,30-May-19,Put them in the dryer with some kid shoes and about 20 minutes later they were perfectly fluffed and have plenty of support as well. Would recommend.,positive
R3H6ZB9ZOSY3Y9, Great for the money,Richard Joseph Rushford,5,2-Apr-21,Awesome pillows. I'd order again,positive
R2RSRU03W76YT5, Don't throw away your old pillow,Thomas D.,2,9-Oct-19,These pillows are soft but flat as a pancake. I had to grab my old pillow in order to get some support for my head and neck. Very disappointed.,negative
R2VNZN4HXSDJ51, Finally good pillows!!,Amazon Customer,5,6-Jul-20,I've been trying to find decent pillows for a decent price for a while now! these are it! thank you!,positive
R2YVZG7NJG6U36," Buy, you won’t regret!",Calli C.,5,1-Feb-21,Best pillows I’ve ever owned. I slept so amazing the first night. I can’t wait to climb into bed. They feel like your sleeping on a cloud!,positive
R2LXNPB6KFRDRT, I really love these pillows! I bought 4 for my bed!,Tom,5,6-Jan-22,I really enjoy these!,positive
R1ONMXFENSVHWO, Horrible pillows,Amazon Customer,1,6-Mar-21,"Terrible pillow, only had for a couple months and they've literally fallen apart at the seams and all the filling is coming out. Waste of money :(",negative
R1OGFP0RKINXNA, Great pillows,Amy Young,5,15-Sep-19,Love these pillows! They stay fluffy! They don't make me sweat or raise my head too high,positive
R1H35XIKKD77QW, Great pillows,Jason Martin,5,7-Sep-20,These pillows are great. I sleep so well on them,positive
R79BMQH19WW0J, Super soft alot of support,okie livin,5,11-Jun-19,Super soft they don't go flat i move in my sleep from side to back these form and mold with me love these pillows sooo much,positive
R2GBDTM078VKSV, Very happy,William,5,20-Sep-21,These are done very good pillows for the price. They are like feather pillows I find,positive
R2KHGPZIEV147P, Just OK,Matt,3,19-Jun-21,One of the pillows had dirt on it when it came out of the plastic wrapping. I also expected there to be more filling. It is adequate but not as good as I had hoped.,neutral
R3NURNWQHDQN4C, No support,Kolie,3,25-Jun-20,The pillows are too soft with no support,neutral
R326Y3HDL8X69H, Premium Quality Bed Pillows,Andre Shankle,5,11-Aug-20,Pillows are very comfortable.,positive
R34RFTP087Q9JG, Not that Firm,renaenightengale,5,6-Sep-20,Good fluffy pillows!!!!,positive
R2C0CHX4CGJBUU, Pillow,Alejandro bravo,5,20-Aug-20,Good pillow wish it was more fluffy all around good to sleep on,positive
R131FZGYKP17KG, Worth it,KAmazon Customer,5,3-Oct-20,Perfect blend of soft but firm enough to hold shape/bounce back. Fluffs our easy out of package.,positive
R2EGZ4652FB48F, Not firm.,Jeannie Davis,4,10-Dec-19,"They are nice, maybe not an every night pillow. I have to adjust/fluff too often as they go flat.",positive
R1KJ1UVL3JP6N2, My head feels like it's falling into a cloud,Leighton K. Buchanan-Cates,5,3-Mar-21,Really squishy and soft!,positive
R27HNDKSN91U42, Size and comfort.,George,5,25-Oct-21,I like the size and comfort of these pillows. They do exactly what they are advertised to do from the time I opened them to the time I started to use them. I am certain you will be happy with your purchase.,positive
RR0Z4RRUON3UG, Comfy pillows,frieda,5,27-Jul-20,Super soft and comfortable. Love them!,positive
R379781KJX8WOL, Utopia pillow set,Sarah O.,5,17-May-20,Pillow has the perfect support while still being soft.,positive
R2HV12GQPO08IW, Nice and comfy,Michael VG,4,4-Dec-21,Second time I’ve purchased this brand but different pillow. This version is a little more thin and not as supportive. But I still like them,positive
R2ZB8UUPZMCB9F, Their good for huggin,Shelley,5,10-Jul-19,Very soft comfy pillow but not for any support. I use mine to hug while i sleep on my sides. Helps hold me up a bit,positive
R1RX83BZNG9PQG, WOW!!!!!!!,Rob F.,5,18-Nov-21,I wish I had had these pillows years ago. Most comfortable sleep I have had in a long time.,positive
RQXACPX5IM1Q3, So comfortable,Anthony Escano,5,8-Jan-21,Exactly what I was looking for in a king pillow.,positive
R15XSBDCZR5XW1, Pillows,jrb538,5,21-Oct-20,Nice pillows,positive
R1U8HLCP16Z5DT, Nice pillows,Chea,4,3-Aug-20,Very nice pillows. Happy with my purchase.,positive
R1DKDQBHKMN5NU, Flat.,E.CASAS,1,29-Jan-20,"All I can say is FLAT. No matter what I did, they are flat as Trumps behind.",negative
R7TIHTWWIJC7Y, Light is an understatement,Jacob Everett,2,15-Feb-19,"These pillows take ""light"" to a new level. They are light, and thin, and cheap. The photo makes them look more solid. They aren't. Most disappointed.",negative
RPTLAETU6NYHS, Not great,mitch,2,26-Dec-20,Ok. The shell crinkles like plastic when you lay or move.,negative
R1VB978O7MJ1C5, Good Dreams Pillow,Tupac,5,8-Jul-21,Great for sleeping and fluffy. I would recommend to get.,positive
R1C9RVSJDOCR6Q, Heavenly,Amazon Customer,5,2-Oct-20,"So so soft and fluffy!!!! Love them!!! You just sink right in, like sleeping on a cloud!",positive
R39CRAN1W8W74D, Great for the money,victoria williams,5,13-May-21,Even though these pillows do get a little flat and hard they are easy to fluff up.,positive
R32BOF2YTGQ2BJ, Fast shipping,Sheri2222!,3,21-Oct-19,Disappointed in the quality and the blue stripes show through my Pillow cases . Get without the stripes,neutral
RCHYUAE2Y89GL, Very flat,Alberto,2,9-Jul-21,Flat,negative
R1H5X86O6YTNOM, Thank you guy's,Patricia Terry,5,20-Apr-21,"Love it just what I wanted , great pillows and comfortable",positive
R2G7UO9PSQC6A4, Great Pillows!!!,Michelle Young,5,8-Mar-21,Very soft they are good pillows!!@,positive
R2APR6IBE6DMXP, The pillows are great.,Jake,5,14-Feb-20,Insanely comfortable. Makes it easier to sleep at night with them.,positive
R92OBBRWN81EJ, Very soft and fluffy,Nancy Dever,5,12-Jun-21,"A little too fluffy and large, but comfortable at the same time. We are used to smaller pillows, but I am hoping to acclimate to these. We ordered them for our guest room also.",positive
R3V35A21PWVQYZ, Very firm uncomfortable to me,Jason H.,3,13-Aug-18,I'm not thrilled about this product it is so firm and so uncomfortable that I gave him away. At first I was going to buy a my pillow but and I should have for the extra 20 bucks.,neutral
R1SPLBZR7PU7IC, Best Pillows ever,Jammecee,5,22-Feb-19,These Pillows are amazing very soft and comfy. I sleep better now with these pillows then I did with my old Pillows. If you are looking for better pillows buy Utopia Bedding Gusseted Quilted Pillow Standard you will love them.,positive
R3AKGXF81I9S8X, Just right,sallycj,5,5-Feb-20,"I don't like really fat pillows; they give me a stiff neck. These are just right; not flat, not fat. I like the crisp design, white with blue piping.",positive
R2GB0VNA0ZIET1, Good quality for the price!,CW,5,13-Jan-21,"Very soft, good quality and value.",positive
R13UVS9M8KKL3, Goes flat,4 fan,3,17-Oct-20,No support while sleeping. Just goes flat.,neutral
R339IC63DU8ONK, Falling Apart Already,Bianca Rentmeester,1,3-Feb-21,"I love these pillows. However, I’ve had them since the end of October and both already have two holes in them where stuffing is coming out. I’ve never had this happen to my pillows before. Sadly I have to buy new ones again and it won’t be these.",negative
RQ7CGF92WJY2C, Very firm,Kayla Loftis,2,29-Aug-21,"These are very large, extremely firm pillows. I definitely cannot sleep on them. I use them for support when sitting in bed upright reading.",negative
R1ED05FL3FBM49, Two thumbs up,June,5,24-Sep-19,"Such a wonderful pillow for the price, especially if you’re the type that changes pillows frequently.",positive
R2DU1K1C9JGEEQ, They work!,Betts D.,4,15-Jun-19,"The pillows are in a guest room. We’ve only had one person use the room thus far and said nice
Sooooo alright...",positive
R3NVH65XAX2YVN, Good quality comfortable pillow,porflk,5,16-Apr-20,Very comfortable pillow! Great value for the money.,positive
RZOMHQT4DYTR5, Pillow heaven,Lee Ann Wright,5,4-Aug-20,These pillows are heavenly!!!,positive
RJJLTO6517PKO, BEST sleep ever!!!!!!!,Richard Cunningham,5,16-Apr-20,"I struggle with my neck hurting daily! Every night I would spend tossing and turning, attempting to adjust my pillow. I looked at various pillows, bought a few at local stores, then decided on this one. It is SO comfortable! My neck has been pain free. Just enough support to keep its shape through the night! Perfect!",positive
R33F5JMKRN9SEG, These pillows are the best pillows I have ever had in my entire life,Carol Walker,5,23-Apr-18,"These pillows are the best pillows I have ever had in my entire life! I will continue to purchase these and no others, for the rest of my bedrooms.
Not too soft and not too firm! JUST RIGHT!!",positive
R3FABQ4YUF4NON, Great pillows,KB,5,25-Aug-20,The pillows are pretty plush and seem nice. No funky smell or anything.,positive
R2KLCQFUJZZUF2, I wouldn't recommend these pillows to anyone,Michael,1,18-Aug-19,These pillows say they're medium firm but they are nothing but big bags of are there nothing but short of the useless,negative
R35RSM5WDVXMN9, Good pillow!,Noelani Garcia,5,11-Mar-21,Very fluffy!,positive
R2H7U2H0IN16PU, Perfect,Simone,5,17-Nov-20,Comfortable and good quality,positive
R5FC5BWUSIZ7Y, Nice and thick.,Cheryl Phillips,5,4-Sep-20,I use on my bed. It is a very comfortable pillow.,positive
R1QEOY7XRSF48J, So comfy,Tiare,5,14-Jun-20,"Super comfy pillows, we like it alot!",positive
RLAVUUV4PSN6Y, Allergic to Hypoallergenic Pillow,Amazon Customer,1,4-Mar-20,Uncomfortable pillow to which I was allergic. It made me itch all over.,negative
R2721P6DY81T7N, Great buy,Amazon Customer,5,2-Aug-21,Soft and comfortable,positive
R3VVQKRJG0PUF3, Worth it,Oteria Burns,5,27-Nov-20,I'm a pillow girl and these pillows are big and comfortable! The sleep nicely not to much,positive
R3KQ3M6H5JI5NK, Hotel pillows at a fantastic price,Pula,5,11-Aug-20,These pillows give just the right amount of support. They are soft but have plenty of neck support. We were looking at way more expensive brands and so glad we saved the money and got these.,positive
R3DFDX6OTZZC6I, Nice pillow,Gravestone,4,27-Oct-19,"Soft and easy to fluff, the color band is great for couples who can’t keep track of there pillows 😉",positive
RZKXLM1ZMIK84, Very soft and lightweight,Jess,5,29-Feb-20,Second time buying the same pillows. Love these. Super soft and light weight. Not a firm pillow.,positive
R3NQRK5CFWDJIR, Great comfort and price,louie patrizi,5,29-Jan-21,"Got these for my Girlfriend who loves them. She had some old but quality pillows, but these are so comfortable she says. The price point was spot on",positive
R1F1BH565UIHLN, Perfect,Lawrence S.,5,31-May-20,These pillows are so comfortable and I'm sleeping like a baby with them.,positive
R2HFYLYQYVAB5U, vacuum bag sealed at delivery,Zachary,3,11-Jan-20,I bought these just for filling pillow shams and kept them because the price was good. They came in a small box each individually shrink wrapped. They don't seem like they will get very poofy. Unless you like a very flat pillow they don't seem great for sleeping on.,neutral
R31U3T507I4OJQ, Satisfied!,Tere,5,10-May-20,I really like these pillows. I'm a side sleeper and they are comfortable,positive
R1RUHMYIFCVH0Q, Awesome,Eric P.,5,27-Dec-20,Slept like a baby.,positive
R1X00ACDTD4RMH, soft and flat,Sherbear29,1,3-Mar-18,These pillows fluff up as soon as you take then out of the plastic and look really nice but as soon as you lay on them they are flat as a pancake.,negative
R3AP1IIRZ6IITH," Excellent pillows, fast shipping!",eva598,5,16-Jul-20,"Excellent pillows, has helped with neck Tension and migraine headaches! Recommended!",positive
R2MIJRJG4XMY19, Not good for neck support,Alfonsina Svoboda,3,21-Mar-20,It did not support my neck at all and I was disappointed,neutral
R3I3K1CVGIA0P2, Could have been a little firmer but overall great quality.. happy with the value! Worth buying!,Erin,5,25-Apr-20,"Love the large size, quality materials... could have been a bit firmer but overall very happy with my pillows",positive
RO0KFV6X962PC, Very comfortable pillow and super affordable,julie carson,5,6-Jun-18,"Very comfortable pillow and super affordable. I ordered another set of pillows when I ordered these, and they were more than 4 times more expensive. I reach for these Utopia pillows every time, instead of the others.",positive
R1G2CTQHTUPUNK, About time without high price,Spitts,5,29-Aug-21,"Actually helps me sleep better.
Would buy again",positive
R2YUBHIVL79X6Y, Good pillows.,kathyb3341,5,2-Jan-20,These pillows are bigger than expected. They are comfortable amd will take some time to get used to.,positive
R2DTQDIDJ1I0JL, Repeat purchase of great pillows,Po' Mrs Barlow ;),5,27-Jul-19,"Second purchase for me. Great quality. No ""new fabric"" smell to them. Very soft and I sleep well on them. Husband approved too.",positive
R2JINBIIGHP1MB, Don’t buy they are so thin and hard.,Marcus,1,19-Nov-19,"Worst pillows ever ! They were so compressed I thought they would fluff out like in the pictures. They have not, they have no support waist of money would like a refund !",negative
RFTGVXMZMFH96, Nice pillows,Anna,4,3-Jul-19,Overall good pillows however after a few months they started to deflate. Not as full as when I first got them.,positive
R10QGQSH82W6CP, Good pillows for the money,Sherri L Ferrell,5,17-Aug-20,"Good for the money, not so much for support!",positive
R3VXGCFV5GYD9P, The best pillow I've ever had!,Amazon Customer,5,20-Aug-21,This pillow doesn't have to be broken in. It was immediately comfortable.,positive
R1M2SBO8VYTCX1, 5 stars.,Breanna,5,8-Feb-20,Love these pillows! They are very comfortable and fit my king size pillow cases perfectly.,positive
R1HC1BS6PQ0VSQ, Heavenly,Marlene,5,12-Jun-19,I normally fight wiith pillows. I love this set. I feel like im laying on cloud. The pillows for me are PERFECT!,positive
R32B1OSEE7C5NE, No support,trooch,1,31-Oct-20,There is no support from these pillows. I put them in the dryer with one tennis ball for 20 minutes at a time for each pillow. I would never by these pillows again. Save your money.,negative
R3OJLKJX2YC56M, Very Full Pillows,Roxanne,5,29-Jul-20,Love them but almost too full.,positive
R3GTNF0AZP4NEB, Best pillow I have ever purchased!!!,Beverly Hayes,5,2-Nov-19,Possibly the BEST PILLOWS I HAVE EVER PURCHASED!!! we are side/back sleepers w bad backs and these are the best!!!!,positive
R1BPHKMZNPITDB, Fell completely apart,CDHinck,1,3-May-21,I washed them when I first got them according to the package and the one pillow fell completely apart in the washing machine. It made a complete mess. I returned the product for a refund,negative
R1YCO3S4VFA16L, No firm enough,Aditya,2,23-Apr-21,The pillows are not as firm as I would like and the firmness started to go down within 3 months of use. Now they are not comfortable when I am sleeping on the side.,negative
R1YSL48H98BLWD, these are couch pillows,Sonny Rubio,1,1-Jun-20,do you want to sleep with you head elevated a foot from ur bed? then these are for you. these are rid. worst pillows ive ever bought.,negative
R62FOTUPHOHCU, Good quality pillows for the Price!,Cierra Bennett,5,16-Aug-21,"Good so far.. for the price you can’t beat it! I got the king size for my queen size bed to give me a bigger feel, and I love it. Needed some fluffing",positive
R1THDRG4FGF5CG, nice product for the price,Tomats,5,24-Sep-20,comfortable,positive
R14OU024P47XWZ, Comfort,Sarah Vargo,5,22-Jan-20,OMG!! These are awesome I can't believe how comfortable they are they are soft yet firm they are PERFECT!!!,positive
R3H16NHUIM14IJ, Very Comfortable,Saved By Grace,5,24-Aug-20,Excellent product.,positive
R2M0F6P85424TN, Guest room,Lisa Ott,5,27-May-21,Great pillows for guest room.,positive
R1GQKFF4MGMU7N," They are good, but 2 just for you!",BlueMaple333,5,21-May-20,Not as fluffy as the pics. I needed both myself. But they are nice pillows.,positive
R161IUJZ29O2Z2, Great pillows! A little apprehensive at first due to ...,MassReviewer 419+1,5,9-Mar-18,"Great pillows! A little apprehensive at first due to how small they were in the vacuum sealed bags, but they fluffed right up and are awesome",positive
R3GVLJE3U6SXQK, pretty good pillows,XxPoptart PunkrockxX,4,19-Feb-21,i'd buy these again,positive
R3K8YZ7U3WLKKS, NOT for side sleepers or anyone looking for a firm pillow,maria luz moreno,1,10-Oct-20,These pillows are horrible. Your head sinks in. They provide no support and are not good for side sleepers. I ordered these because I was looking for a firm pillow. Theme material makes these so noisy. Overall I regret buying these. I should’ve gotten memory foam pillows.,negative
RBGMS0GG3Y0ZI, Came with mold,Made up name,1,19-Oct-20,Disgusting. Showed up with TONS of mold. Not acceptable,negative
R1J8BM5QNRJCST, Utopia pillows,Amazon Customer,5,31-Dec-19,Love Utopia brand bedding products. The pillows are always the perfect plump. The gussets are strong. The pillows reshape quickly and hold their shape very well. This is my go to brand.,positive
R272VRMO0X553K, Just right,Steve Eklund,5,22-Apr-21,Just what I wanted,positive
R3VLN2LRL1NW0V, Great quality,Karla Heinz,4,23-Mar-20,These pillows are great quality! I will purchase more!,positive
R1JKCZ4F1FAY2C, Great for side sleepers,Amazon Customer,4,25-Apr-18,There was a little of the stuff sticking out at the seams but otherwise these are some comfortable pillows. I am a wild sleeper so a versatile pillow is necessary. It sleeps perfect on my side and comfortably on my back. Would definitely recommend.,positive
RKGX18IOYULZN, Better than expected,Chris G,5,28-Oct-20,"I bought these pillows based on lowest price, fully expecting them not to be super comfy. To my surprise, they are actually really comfortable and I ordered some more.",positive
R1ACQYUMOHECJ4, Great pillow for the money,Tammy LaFalce,5,5-May-20,They're awesome and incredibly comfortable,positive
R3VW5RLIR5CCE7, No good for side sleepers.,Anthony C.,2,3-Oct-20,Not firm at all. Your head and neck have no support.,negative
R16QCTKUPXRYQC, Comfortable,Jocelyn,5,21-Jan-20,Comfortable but they don't hold their shape as well as described.,positive
R3K4WJ05X34DR4, Awful!,CP,1,12-Jul-19,These might look fluffy but as soon as you lay your head down you sink alllllllll the way down to your mattress like there’s not even a pillow there. Complete waste of money. No support at all. I will be returning.,negative
R7UG0KTIS2FSH," Easy to fold, wish it was a bit more firm",alysia h.,4,5-Aug-20,"Very soft and easy to fold, which is not what we were looking for. If you life soft pillows this is the one for you.",positive
R1K2LOKYS7LM5A, Smart buy,robert colletti,5,28-Sep-20,Awesome Pillows,positive
RCOOJ4V997T01, Good,Natalie,5,2-Apr-21,"Love them. Great quality, great price.",positive
R2DBGESCB2C2VT, Great price,cj banks,5,22-Apr-20,"Perfect firmness, soft.. fit my king size pillows",positive
R15XBKB1I96A9O, Best pillow ever!!,Jeffrey s.,5,26-Jul-20,These pillows are the best. We have had them since Christmas and they are like the 1st time using them. They stay fluffy and never have gone flat. We are ordering some to replace in our other 4 bedrooms! I am also going to but spares Incase these disappear! Worth the money!,positive
